noaa_id,Include_in_WWDH_Dashboard,NOAA_RFC_NAME,Location_Name,geometry
CHEC2,False,Missouri Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.278333 39.220278)
CHKC2,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.159486 38.733582)
CLOC2,True,Colorado Basin,Colona,POINT (-107.779225 38.33143056)
CLSC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.623611 38.510556)
CLVC2,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.0527781 37.42001275)
CNCC2,False,Arkansas-Red Basin,Canon City,POINT (-105.2572128 38.43388674)
CRDC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.255833 37.725)
DIRC2,True,Colorado Basin,Blue River (CO) at Dillon Reservoir,POINT (-106.0116 39.6038)
DLAC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-108.080556 38.741944)
DNRC2,True,West Gulf,Del Norte,POINT (-106.4598611 37.6886111)
DOLC2,True,Colorado Basin,Dolores,POINT (-108.4975908 37.47249296)
DRGC2,True,Colorado Basin,Durango,POINT (-107.8803445 37.2791688)
EGLC2,True,Colorado Basin,Colorado River near Dotsero,POINT (-107.0780139 39.644611)
ELHC2,False,Colorado Basin,Hayden,POINT (-107.3208933 40.59163879)
ENMC2,False,Colorado Basin,Milner,POINT (-106.9539407 40.5146975)
EVNC2,False,Missouri Basin,Eleven Mile Canyon Reservoir,POINT (-105.4767 38.9047)
FRWC2,False,Colorado Basin,Winter Park,POINT (-105.7761 39.9)
FTDC2,False,Missouri Basin,Fort Collins,POINT (-105.2242 40.6645)
GBYC2,True,Colorado Basin,Colorado River at Granby Reservoir,POINT (-105.84 40.156)
GCOC2,True,Colorado Basin,Colorado River below Glenwood Springs,POINT (-107.337554 39.5549819)
GCWC2,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.4836125 38.18611049)
GJNC2,True,Colorado Basin,Grand Junction,POINT (-108.4506446 38.98331575)
GLDC2,False,Missouri Basin,Golden,POINT (-105.2347 39.7531)
GMRC2,True,Colorado Basin,Blue River (CO) at Green Mountain Reservoir,POINT (-106.2427 39.854)
GPSC2,False,Colorado Basin,Gypsum,POINT (-106.9536554 39.64942954)
GUSC2,True,Colorado Basin,Gunnison,POINT (-106.9497661 38.54193567)
GWSC2,False,Colorado Basin,Glenwood Springs,POINT (-107.3308333 39.54666667)
HMZC2,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.351395 37.7277816)
KRMC2,True,Colorado Basin,Colorado River near Kremmling,POINT (-106.44 40.0367)
LAPC2,False,Arkansas-Red Basin,Las Animas,POINT (-103.2014167 38.0342222)
LARC2,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-103.219167 38.080833)
LEMC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.662222 37.399167)
LFGC2,False,Colorado Basin,Gateview,POINT (-107.2294444 38.29888889)
LILC2,False,Colorado Basin,Lily,POINT (-108.4243222 40.54901667)
LJCC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.187778 37.21)
LNAC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.811111 37.075556)
LNSC2,False,Missouri Basin,Lyons,POINT (-105.2603 40.2179)
LOBC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.756944 37.078611)
LPHC2,False,Colorado Basin,Hesperus,POINT (-108.0406277 37.28972246)
LSRC2,False,Colorado Basin,Slater,POINT (-107.143388 40.99941048)
MBLC2,False,Colorado Basin,Maybell,POINT (-108.0334152 40.50274666)
MNRC2,False,Colorado Basin,Mancos,POINT (-108.254803 37.3572184)
MOGC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.187269 37.05390016)
MPHC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-108.545833 37.55)
MPSC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.533333 38.45)
MRRC2,False,Missouri Basin,Morrison,POINT (-105.1956 39.6531)
NAVC2,True,Colorado Basin,Chromo,POINT (-106.7378136 37.03028919)
NGTC2,True,Missouri Basin,Northgate,POINT (-106.3392 40.9366)
OROC2,False,Missouri Basin,Orodell,POINT (-105.3308 40.0064)
PDAC2,False,Arkansas-Red Basin,Pueblo,POINT (-104.718033 38.2716694)
PIDC2,False,Colorado Basin,Arboles,POINT (-107.3972222 37.08833333)
PRSC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.351944 38.943056)
PSPC2,True,Colorado Basin,Pagosa Springs,POINT (-107.011 37.26552778)
PTOC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.544167 37.355)
PTRC2,False,Arkansas-Red Basin,Trinidad,POINT (-104.509152 37.1708521)
RBPC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.811111 37.203611)
RBSC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.7575 38.219167)
RURC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.768056 39.363889)
RWGC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.831433 37.76694638)
SAFC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.414722 37.425)
SALC2,False,Arkansas-Red Basin,Salida,POINT (-106.0105693 38.5458304)
SCCC2,False,Colorado Basin,Cedaredge,POINT (-107.921176 38.9016487)
SCKC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.290583 38.16333294)
SJCC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-107.3116667 37.01361111)
SLUC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.4258333 37.18388889)
SMPC2,False,Colorado Basin,Placerville,POINT (-108.1102889 38.03070556)
SOMC2,True,Colorado Basin,Somerset,POINT (-107.4342211 38.9258228)
SPTC2,False,Missouri Basin,South Platte,POINT (-105.1699 39.4088)
SPYC2,False,Missouri Basin,Spinney Mountain Reservoir,POINT (-105.6218 38.9721)
SRGC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.6492082 37.65694884)
STMC2,False,Colorado Basin,Steamboat Springs,POINT (-106.8324306 40.4829861)
TERC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.3347558 37.37472769)
TOMC2,True,Colorado Basin,Gunnison,POINT (-106.9409583 38.5211111)
TPIC2,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.5875 38.834722)
TTRC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.294444 37.374444)
UFGC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.425833 37.447222)
VCRC2,True,Colorado Basin,Vallecito Reservoir,POINT (-107.576111 37.383056)
WCRC2,True,Colorado Basin,Willow Creek (CO) at Willow Creek Reservoir,POINT (-105.9775 40.1537)
WFDC2,False,Colorado Basin,Williams Fork Reservoir,POINT (-106.1834 40.002)
WORC2,False,Colorado Basin,Wolford Mountain Reservoir,POINT (-106.4144 40.1883)
WRMC2,False,Colorado Basin,Meeker,POINT (-107.86222 40.0335849)
YDLC2,True,Colorado Basin,Deerlodge Park,POINT (-108.525101 40.45163387)
ATCN5,False,West Gulf,Anton Chico,POINT (-105.1088889 35.17861111)
CBDN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.283611 36.872778)
CMMN5,False,Arkansas-Red Basin,Cimarron,POINT (-104.9786111 36.51972222)
CMRN5,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-104.946111 36.573611)
CMTN5,False,West Gulf,Chamita,POINT (-106.1116667 36.07361111)
CNCN5,False,Arkansas-Red Basin,Conchas Lake,POINT (-104.190278 35.402778)
COSN5,False,West Gulf,Costilla,POINT (-105.5072222 36.96694444)
CRCN5,False,Arkansas-Red Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-104.969444 36.372222)
CYON5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.904722 35.964722)
DAWN5,False,Arkansas-Red Basin,Dawson,POINT (-104.7863889 36.68111111)
DIXN5,True,West Gulf,Dixon,POINT (-105.9136111 36.21083333)
EGLN5,False,Arkansas-Red Basin,Eagle Nest Reservoir,POINT (-105.2288889 36.53138889)
GILN5,False,Colorado Basin,Gila,POINT (-108.53739 33.0615)
GSFN5,False,Colorado Basin,Glenwood,POINT (-108.88 33.24722222)
GVRN5,False,Colorado Basin,Virden,POINT (-108.84656 32.64619)
JECN5,True,West Gulf,Jemez Dam,POINT (-106.5447222 35.39472222)
JEZN5,True,West Gulf,Jemez Pueblo,POINT (-106.7433333 35.66194444)
LMDN5,False,West Gulf,La Madera,POINT (-106.0441667 36.34972222)
MTZN5,False,West Gulf,Montezuma,POINT (-105.3188889 35.65194444)
NVRN5,True,Colorado Basin,Navajo Dam,POINT (-107.6127778 36.80027778)
ORTC2,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.073611 36.982222)
OTWN5,True,West Gulf,Otowi,POINT (-106.1425 35.87444444)
PCON5,False,West Gulf,Pecos,POINT (-105.6827778 35.70833333)
RCEN5,True,West Gulf,El Vado Dam,POINT (-106.7247222 36.58027778)
RLAN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.530833 36.508333)
RNAN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.909722 35.846111)
RPTN5,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.510556 36.441389)
RRFN5,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.654167 36.682778)
SAOC2,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-106.038611 36.993333)
SFRN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.843611 35.686389)
SMFN5,False,West Gulf,San Marcial,POINT (-106.9969444 33.67916667)
SRDN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-104.761111 35.059444)
SRPN5,True,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-104.761111 35.059444)
TBCN5,True,West Gulf,Taos,POINT (-105.6677778 36.37944444)
TSQN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.905 35.739444)
VADN5,False,West Gulf,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-105.556389 36.541667)
AFPU1,False,Colorado Basin,American Fork,POINT (-111.6821472 40.4477297)
ASHU1,True,Colorado Basin,Vernal,POINT (-109.6213889 40.5775)
BCTU1,False,Colorado Basin,Salt Lake City,POINT (-111.7811111 40.61861111)
BERU1,False,Colorado Basin,Utah/Wyoming State Line,POINT (-110.8535079 40.9652254)
BEVU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-112.5675 38.280556)
BFFU1,True,Colorado Basin,Bluff,POINT (-109.8666889 37.15067778)
BNRU1,True,Colorado Basin,Robertson,POINT (-110.5797222 40.95902778)
BRUU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-109.464722 40.588889)
CASU1,False,Colorado Basin,Castilla,POINT (-111.5479705 40.0496781)
CCDU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-112.287778 38.579444)
CCSU1,False,Colorado Basin,Salt Lake City,POINT (-111.8763889 40.7925)
CIVU1,True,Colorado Basin,Coalville,POINT (-111.4015858 40.92050285)
CLLU1,True,Colorado Basin,Coalville,POINT (-111.4018633 40.89522527)
CLRU1,False,Colorado Basin,Cisco,POINT (-109.2934493 38.81054095)
COAU1,False,Colorado Basin,Cedar City,POINT (-113.034672 37.67219924)
CRAU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.383056 41.195833)
CRUU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.051944 40.333056)
DADU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-110.441944 40.270556)
DCRU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.526944 40.406944)
DELU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.703611 40.769722)
DOLU1,False,Colorado Basin,Cisco,POINT (-109.1951142 38.79720805)
DURU1,True,Colorado Basin,Randlett,POINT (-109.7813889 40.21027778)
ECBU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.406944 40.948611)
ECRU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.5875 40.903889)
ELLU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.212778 39.599722)
FCNU1,True,Colorado Basin,Scofield,POINT (-111.191006 39.77440566)
FRRU1,False,Colorado Basin,Ferron (Upper Station),POINT (-111.2165589 39.10413724)
GATU1,True,Colorado Basin,Gateway,POINT (-111.8324384 41.1368878)
GRNU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-109.470833 40.909722)
GRVU1,False,Colorado Basin,GREEN RIVER,POINT (-110.151247 38.98608)
HATU1,False,Colorado Basin,Hatch,POINT (-112.4302069 37.65109086)
HBCU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.638611 40.178889)
HPBU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.07 39.37)
HRMU1,True,Colorado Basin,Hyrum,POINT (-111.7388286 41.6235452)
JOVU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.269444 39.288889)
LAAU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-110.489167 40.561944)
LAMU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.708056 40.754722)
LCTU1,False,Colorado Basin,Salt Lake City,POINT (-111.7972222 40.57777778)
LGNU1,False,Colorado Basin,Logan,POINT (-111.78272 41.74326439)
MAAU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.579167 39.259167)
MDCU1,False,Colorado Basin,Emery,POINT (-111.253886 38.9910556)
MILU1,False,Colorado Basin,Mill Creek,POINT (-111.7508333 40.69416667)
MYRU1,True,Colorado Basin,Myton,POINT (-110.0637613 40.20023757)
NEUU1,True,Colorado Basin,Neola,POINT (-110.1143226 40.5913396)
OAWU1,True,Colorado Basin,Oakley,POINT (-111.2479652 40.7371721)
OGHU1,True,Colorado Basin,Huntsville,POINT (-111.6741004 41.26855226)
PINU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.806944 41.277778)
PRLU1,False,Colorado Basin,Parleys,POINT (-111.7966667 40.70944444)
PRZU1,True,Colorado Basin,Paradise,POINT (-111.8552203 41.5754898)
PVHU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.330833 40.600833)
RBCU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.805278 40.78)
RKUU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.397222 40.773611)
ROKU1,True,Colorado Basin,Mountain Home,POINT (-110.5782169 40.4932799)
SAYU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.529722 38.911944)
SFRU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-110.708889 40.550833)
SFSU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.125 39.7875)
SLRW4,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-110.385278 40.988889)
STAU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-110.4425 40.190833)
STCU1,False,Colorado Basin,Pine Valley,POINT (-113.483288 37.38331325)
STIU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.016667 40.133333)
SZZU1,False,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.732778 39.717222)
TADU1,True,Colorado Basin,Tabiona,POINT (-110.602381 40.30023027)
USTU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-110.693611 40.548333)
UTLU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.9 40.366667)
VIRU1,False,Colorado Basin,Virgin,POINT (-113.1807789 37.2041494)
WATU1,False,Colorado Basin,Watson,POINT (-109.1787269 39.97885629)
WFDU1,True,Colorado Basin,NO_NAME_IN_NOAA_ESRI_SERVICE,POINT (-111.016667 40.45)
WOOU1,True,Colorado Basin,Woodland,POINT (-111.1687838 40.5577278)
WRSU1,False,Colorado Basin,Tabbyune Creek near Soldier Summit,POINT (-111.0373878 39.8757928)
WTRU1,False,Colorado Basin,Whiterocks,POINT (-109.9323739 40.5935653)
YLLU1,True,Colorado Basin,Altonah,POINT (-110.341591 40.51189299)
BEAW4,False,Colorado Basin,Woodruff Narrows Reservoir,POINT (-111.0176863 41.43443899)
BORW4,True,Colorado Basin,Border,POINT (-110.87272 42.2931)
BPNW4,False,Colorado Basin,Big Piney,POINT (-109.93015 42.56717)
BSRW4,True,Colorado Basin,Big Sandy Reservoir,POINT (-109.5119 42.3296)
CDYW4,True,Missouri Basin,Buffalo BIll Reservoir,POINT (-109.18443 44.5014)
DAYW4,False,Missouri Basin,Dayton ,POINT (-107.3038889 44.84944444)
ECRW4,True,Missouri Basin,Mouth near Encampment,POINT (-106.7147 41.3033)
FRAW4,False,Colorado Basin,Fremont Lake,POINT (-109.77357 43.02706)
GBRW4,True,Colorado Basin,Fontenelle Reservoir,POINT (-110.0639 42.0269)
GREW4,True,Northwest,Alpine,POINT (-110.97694 43.14306)
GRRW4,False,Colorado Basin,Green River,POINT (-109.44925 41.5161)
HMFW4,False,Colorado Basin,Viva Naughton Reservoir,POINT (-110.70942 42.11089)
JLKW4,True,Northwest,Jackson Dam,POINT (-110.5858 43.85832)
KCRW4,False,Missouri Basin,Arlington,POINT (-106.22279 41.585246)
KEYW4,True,Missouri Basin,Keyhole Reservoir,POINT (-104.7791667 44.38194444)
LVEW4,True,Missouri Basin,Kane,POINT (-108.1815 44.75857)
SALW4,False,Northwest,Etna,POINT (-111.03722 43.07972)
SBDW4,True,Missouri Basin,Boysen Reservoir,POINT (-108.17778 43.416389)
SETW4,True,Missouri Basin,Seminoe Reservoir,POINT (-106.9081 42.1558)
SMTW4,False,Missouri Basin,Filmore,POINT (-106.0347 41.295)
VIVW4,False,Colorado Basin,Viva Naughton Reservoir,POINT (-110.66329 41.96868)
WBRW4,False,Colorado Basin,Warren Bridge,POINT (-110.1189 43.0191)
WODW4,False,Missouri Basin,Woods Landing,POINT (-105.9808 41.138)
YLOW4,False,Missouri Basin,Fishing Bridge,POINT (-110.381 44.56758)
LABW4,False,Colorado Basin,"GREEN - LA BARGE, NR",POINT (-110.163 42.1928)
